filename,label
cd48200d46.png,sphere
ce2f96aae1.png,sphere
ce41e4e56d.png,sphere
ce46819633.png,sphere
ce6d981687.png,rod
cecb19b837.png,sphere
cef2196885.png,sphere
cf703078f2.png,sphere
d04d7ced9f.png,sphere
d28fb3e471.png,rod
d29d644539.png,rod
d3971746e0.png,sphere
d3ed612a2d.png,rod
d54e727066.png,sphere
d6613c4ec5.png,sphere
d722a3a383.png,sphere
d7da1a24ad.png,sphere
d822219f76.png,cube
d90c9c5b72.png,cube
dbbbce5020.png,sphere
dc20484021.png,rod
dc25ff5266.png,sphere
dcfbfa74e4.png,sphere
ddffc403e3.png,sphere
de1d3f1409.png,sphere
dedf11eb6c.png,rod
e071eefebb.png,sphere
e111fb569d.png,sphere
e1adc2ba25.png,sphere
e211d9d7ac.png,sphere
e3a800b533.png,sphere
e493a405ad.png,sphere
e49e69fd61.png,sphere
e49ed62b0b.png,sphere
e59a1a493e.png,rod
e6822fbe96.png,rod
e6bfc43298.png,rod
e7187b91bf.png,rod
e73bcbd77d.png,sphere
e83de4878a.png,sphere
e853d120fa.png,sphere
e8e39c913a.png,sphere
ea71fe4650.png,sphere
eb67400438.png,sphere
ec2cc16d2a.png,rod
ed3a3cb76b.png,sphere
ee161d333c.png,cube
ee8a331d06.png,sphere
ef6bbe7612.png,rod
f0522acde8.png,rod
f068954421.png,sphere
f28b702df5.png,sphere
f29baed81b.png,rod
f32c7bd62b.png,rod
f3b36fb2ab.png,cube
f447a36b0b.png,sphere
f485e2051b.png,sphere
f5235de51f.png,sphere
f58490bdaf.png,sphere
f659af19da.png,sphere
f664201c62.png,cube
f6c0d8967e.png,sphere
f6e0ae6378.png,sphere
f73d0ac26a.png,sphere
f7f7093f0f.png,sphere
f7f9125fb0.png,cube
f84ce9e349.png,sphere
f8a1b2bf39.png,sphere
f98c5fb82a.png,sphere
f9d59dcb02.png,sphere
fc2851e6d3.png,rod
fc9e19325c.png,rod
fcc97c015c.png,sphere
fd1f58d925.png,cube
fe76e94abf.png,sphere
fe83ead30b.png,rod
fe9791f122.png,sphere
fff35f80e1.png,sphere
10.1039%C4RA04859H_a07687f50d1d97405cdc8bdb0838a2af351d7313_sub_3.png,rod
0fa38de2c7.png，irregular
